Frequency (GHz)	DB(|S(2,1)|) : demo 1
5.75635	-0.106842
5.75635	-0.107051
5.75635	-0.107262
5.75635	-0.107473
5.75635	-0.107684
5.75636	-0.107896
5.75636	-0.108109
5.75636	-0.108323
5.75636	-0.108537
5.75636	-0.108752
5.75636	-0.108967
5.75636	-0.109184
5.75636	-0.1094
5.75636	-0.109618
5.75636	-0.109836
5.75637	-0.110055
5.75637	-0.110274
5.75637	-0.110495
5.75637	-0.110715
5.75637	-0.110937
5.75637	-0.111159
5.75637	-0.111382
5.75637	-0.111606
5.75637	-0.11183
5.75637	-0.112055
5.75638	-0.112281
5.75638	-0.112507
5.75638	-0.112734
5.75638	-0.112962
5.75638	-0.113191
5.75638	-0.11342
5.75638	-0.11365
5.75638	-0.113881
5.75638	-0.114112
5.75638	-0.114344
5.75639	-0.114577
5.75639	-0.114811
5.75639	-0.115045
5.75639	-0.11528
5.75639	-0.115516
5.75639	-0.115752
5.75639	-0.11599
5.75639	-0.116228
5.75639	-0.116467
5.75639	-0.116706
5.7564	-0.116946
5.7564	-0.117188
5.7564	-0.117429
5.7564	-0.117672
5.7564	-0.117916
5.7564	-0.11816
5.7564	-0.118405
5.7564	-0.11865
5.7564	-0.118897
5.7564	-0.119144
5.75641	-0.119392
5.75641	-0.119641
5.75641	-0.119891
5.75641	-0.120142
5.75641	-0.120393
5.75641	-0.120645
5.75641	-0.120898
5.75641	-0.121152
5.75641	-0.121407
5.75641	-0.121662
5.75642	-0.121918
5.75642	-0.122175
5.75642	-0.122433
5.75642	-0.122692
5.75642	-0.122952
5.75642	-0.123212
5.75642	-0.123473
5.75642	-0.123736
5.75642	-0.123999
5.75642	-0.124263
5.75643	-0.124527
5.75643	-0.124793
5.75643	-0.125059
5.75643	-0.125327
5.75643	-0.125595
5.75643	-0.125864
5.75643	-0.126134
5.75643	-0.126405
5.75643	-0.126677
5.75643	-0.12695
5.75644	-0.127223
5.75644	-0.127498
5.75644	-0.127773
5.75644	-0.12805
5.75644	-0.128327
5.75644	-0.128605
5.75644	-0.128885
5.75644	-0.129165
5.75644	-0.129446
5.75644	-0.129728
5.75645	-0.130011
5.75645	-0.130294
5.75645	-0.130579
5.75645	-0.130865
5.75645	-0.131152
5.75645	-0.13144
5.75645	-0.131728
5.75645	-0.132018
5.75645	-0.132309
5.75645	-0.1326
5.75646	-0.132893
5.75646	-0.133186
5.75646	-0.133481
5.75646	-0.133777
5.75646	-0.134073
5.75646	-0.134371
5.75646	-0.13467
5.75646	-0.134969
5.75646	-0.13527
5.75646	-0.135572
5.75647	-0.135875
5.75647	-0.136178
5.75647	-0.136483
5.75647	-0.136789
5.75647	-0.137096
5.75647	-0.137404
5.75647	-0.137713
5.75647	-0.138023
5.75647	-0.138335
5.75647	-0.138647
5.75648	-0.13896
5.75648	-0.139275
5.75648	-0.139591
5.75648	-0.139907
5.75648	-0.140225
5.75648	-0.140544
5.75648	-0.140864
5.75648	-0.141185
5.75648	-0.141508
5.75648	-0.141831
5.75649	-0.142156
5.75649	-0.142481
5.75649	-0.142808
5.75649	-0.143136
5.75649	-0.143465
5.75649	-0.143796
5.75649	-0.144127
5.75649	-0.14446
5.75649	-0.144794
5.75649	-0.145129
5.7565	-0.145465
5.7565	-0.145802
5.7565	-0.146141
5.7565	-0.146481
5.7565	-0.146822
5.7565	-0.147164
5.7565	-0.147508
5.7565	-0.147852
5.7565	-0.148198
5.7565	-0.148546
5.75651	-0.148894
5.75651	-0.149244
5.75651	-0.149595
5.75651	-0.149947
5.75651	-0.150301
5.75651	-0.150655
5.75651	-0.151012
5.75651	-0.151369
5.75651	-0.151728
5.75651	-0.152088
5.75652	-0.152449
5.75652	-0.152812
5.75652	-0.153176
5.75652	-0.153541
5.75652	-0.153907
5.75652	-0.154275
5.75652	-0.154645
5.75652	-0.155015
5.75652	-0.155388
5.75652	-0.155761
5.75653	-0.156136
5.75653	-0.156512
5.75653	-0.15689
5.75653	-0.157269
5.75653	-0.157649
5.75653	-0.158031
5.75653	-0.158414
5.75653	-0.158799
5.75653	-0.159185
5.75653	-0.159572
5.75654	-0.159961
5.75654	-0.160352
5.75654	-0.160743
5.75654	-0.161137
5.75654	-0.161532
5.75654	-0.161928
5.75654	-0.162326
5.75654	-0.162725
5.75654	-0.163126
5.75654	-0.163528
5.75655	-0.163932
5.75655	-0.164338
5.75655	-0.164744
5.75655	-0.165153
5.75655	-0.165563
5.75655	-0.165975
5.75655	-0.166388
5.75655	-0.166802
5.75655	-0.167219
5.75655	-0.167637
5.75656	-0.168056
5.75656	-0.168477
5.75656	-0.1689
5.75656	-0.169324
5.75656	-0.169751
5.75656	-0.170178
5.75656	-0.170607
5.75656	-0.171038
5.75656	-0.171471
5.75656	-0.171905
5.75657	-0.172341
5.75657	-0.172779
5.75657	-0.173218
5.75657	-0.17366
5.75657	-0.174102
5.75657	-0.174547
5.75657	-0.174993
5.75657	-0.175441
5.75657	-0.175891
5.75657	-0.176343
5.75658	-0.176796
5.75658	-0.177251
5.75658	-0.177708
5.75658	-0.178167
5.75658	-0.178628
5.75658	-0.17909
5.75658	-0.179554
5.75658	-0.18002
5.75658	-0.180488
5.75658	-0.180958
5.75659	-0.18143
5.75659	-0.181903
5.75659	-0.182378
5.75659	-0.182856
5.75659	-0.183335
5.75659	-0.183816
5.75659	-0.184299
5.75659	-0.184784
5.75659	-0.185271
5.75659	-0.18576
5.7566	-0.186251
5.7566	-0.186744
5.7566	-0.187239
5.7566	-0.187736
5.7566	-0.188235
5.7566	-0.188736
5.7566	-0.189239
5.7566	-0.189744
5.7566	-0.190251
5.75661	-0.19076
5.75661	-0.191272
5.75661	-0.191785
5.75661	-0.192301
5.75661	-0.192818
5.75661	-0.193338
5.75661	-0.19386
5.75661	-0.194384
5.75661	-0.19491
5.75661	-0.195438
5.75661	-0.195969
5.75662	-0.196502
5.75662	-0.197037
5.75662	-0.197574
5.75662	-0.198113
5.75662	-0.198655
5.75662	-0.199199
5.75662	-0.199745
5.75662	-0.200294
5.75662	-0.200845
5.75662	-0.201398
5.75663	-0.201953
5.75663	-0.202511
5.75663	-0.203071
5.75663	-0.203634
5.75663	-0.204199
5.75663	-0.204766
5.75663	-0.205336
5.75663	-0.205908
5.75663	-0.206483
5.75663	-0.20706
5.75664	-0.207639
5.75664	-0.208221
5.75664	-0.208806
5.75664	-0.209393
5.75664	-0.209982
5.75664	-0.210574
5.75664	-0.211169
5.75664	-0.211766
5.75664	-0.212366
5.75664	-0.212968
5.75665	-0.213573
5.75665	-0.214181
5.75665	-0.214791
5.75665	-0.215404
5.75665	-0.216019
5.75665	-0.216638
5.75665	-0.217259
5.75665	-0.217882
5.75665	-0.218509
5.75665	-0.219138
5.75666	-0.21977
5.75666	-0.220404
5.75666	-0.221042
5.75666	-0.221682
5.75666	-0.222325
5.75666	-0.222971
5.75666	-0.22362
5.75666	-0.224271
5.75666	-0.224926
5.75666	-0.225584
5.75667	-0.226244
5.75667	-0.226907
5.75667	-0.227574
5.75667	-0.228243
5.75667	-0.228915
5.75667	-0.229591
5.75667	-0.230269
5.75667	-0.230951
5.75667	-0.231635
5.75668	-0.232323
5.75668	-0.233013
5.75668	-0.233707
5.75668	-0.234404
5.75668	-0.235104
5.75668	-0.235808
5.75668	-0.236514
5.75668	-0.237224
5.75668	-0.237937
5.75668	-0.238653
5.75668	-0.239373
5.75669	-0.240096
5.75669	-0.240822
5.75669	-0.241552
5.75669	-0.242285
5.75669	-0.243021
5.75669	-0.243761
5.75669	-0.244504
5.75669	-0.24525
5.75669	-0.246001
5.75669	-0.246754
5.7567	-0.247511
5.7567	-0.248272
5.7567	-0.249036
5.7567	-0.249804
5.7567	-0.250575
5.7567	-0.25135
5.7567	-0.252129
5.7567	-0.252911
5.7567	-0.253697
5.7567	-0.254487
5.75671	-0.25528
5.75671	-0.256077
5.75671	-0.256879
5.75671	-0.257683
5.75671	-0.258492
5.75671	-0.259305
5.75671	-0.260121
5.75671	-0.260941
5.75671	-0.261766
5.75671	-0.262594
5.75672	-0.263426
5.75672	-0.264262
5.75672	-0.265102
5.75672	-0.265947
5.75672	-0.266795
5.75672	-0.267648
5.75672	-0.268504
5.75672	-0.269365
5.75672	-0.27023
5.75672	-0.271099
5.75673	-0.271973
5.75673	-0.272851
5.75673	-0.273733
5.75673	-0.274619
5.75673	-0.27551
5.75673	-0.276405
5.75673	-0.277305
5.75673	-0.278209
5.75673	-0.279117
5.75673	-0.28003
5.75674	-0.280948
5.75674	-0.28187
5.75674	-0.282796
5.75674	-0.283728
5.75674	-0.284664
5.75674	-0.285604
5.75674	-0.28655
5.75674	-0.2875
5.75674	-0.288455
5.75674	-0.289415
5.75675	-0.290379
5.75675	-0.291349
5.75675	-0.292323
5.75675	-0.293302
5.75675	-0.294287
5.75675	-0.295276
5.75675	-0.29627
5.75675	-0.29727
5.75675	-0.298274
5.75675	-0.299284
5.75676	-0.300299
5.75676	-0.301319
5.75676	-0.302344
5.75676	-0.303375
5.75676	-0.304411
5.75676	-0.305452
5.75676	-0.306499
5.75676	-0.307551
5.75676	-0.308609
5.75676	-0.309672
5.75677	-0.310741
5.75677	-0.311815
5.75677	-0.312895
5.75677	-0.313981
5.75677	-0.315072
5.75677	-0.316169
5.75677	-0.317272
5.75677	-0.318381
5.75677	-0.319496
5.75677	-0.320616
5.75678	-0.321742
5.75678	-0.322875
5.75678	-0.324013
5.75678	-0.325158
5.75678	-0.326309
5.75678	-0.327465
5.75678	-0.328628
5.75678	-0.329798
5.75678	-0.330973
5.75678	-0.332155
5.75679	-0.333344
5.75679	-0.334538
5.75679	-0.33574
5.75679	-0.336947
5.75679	-0.338162
5.75679	-0.339383
5.75679	-0.34061
5.75679	-0.341845
5.75679	-0.343086
5.75679	-0.344334
5.7568	-0.345588
5.7568	-0.34685
5.7568	-0.348119
5.7568	-0.349395
5.7568	-0.350677
5.7568	-0.351967
5.7568	-0.353264
5.7568	-0.354569
5.7568	-0.35588
5.7568	-0.357199
5.75681	-0.358525
5.75681	-0.359859
5.75681	-0.3612
5.75681	-0.362549
5.75681	-0.363906
5.75681	-0.36527
5.75681	-0.366641
5.75681	-0.368021
5.75681	-0.369408
5.75681	-0.370804
5.75682	-0.372207
5.75682	-0.373618
5.75682	-0.375038
5.75682	-0.376465
5.75682	-0.377901
5.75682	-0.379345
5.75682	-0.380797
5.75682	-0.382258
5.75682	-0.383727
5.75682	-0.385205
5.75683	-0.386691
5.75683	-0.388186
5.75683	-0.38969
5.75683	-0.391202
5.75683	-0.392723
5.75683	-0.394254
5.75683	-0.395793
5.75683	-0.397341
5.75683	-0.398898
5.75683	-0.400465
5.75684	-0.402041
5.75684	-0.403626
5.75684	-0.405221
5.75684	-0.406825
5.75684	-0.408439
5.75684	-0.410062
5.75684	-0.411695
5.75684	-0.413338
5.75684	-0.414991
5.75684	-0.416653
5.75685	-0.418326
5.75685	-0.420009
5.75685	-0.421702
5.75685	-0.423406
5.75685	-0.425119
5.75685	-0.426843
5.75685	-0.428578
5.75685	-0.430323
5.75685	-0.432079
5.75685	-0.433846
5.75686	-0.435624
5.75686	-0.437412
5.75686	-0.439212
5.75686	-0.441023
5.75686	-0.442845
5.75686	-0.444678
5.75686	-0.446523
5.75686	-0.448379
5.75686	-0.450247
5.75686	-0.452127
5.75687	-0.454018
5.75687	-0.455922
5.75687	-0.457837
5.75687	-0.459764
5.75687	-0.461704
5.75687	-0.463656
5.75687	-0.46562
5.75687	-0.467597
5.75687	-0.469586
5.75687	-0.471588
5.75688	-0.473603
5.75688	-0.475631
5.75688	-0.477672
5.75688	-0.479726
5.75688	-0.481793
5.75688	-0.483874
5.75688	-0.485968
5.75688	-0.488076
5.75688	-0.490198
5.75688	-0.492333
5.75689	-0.494482
5.75689	-0.496646
5.75689	-0.498823
5.75689	-0.501015
5.75689	-0.503222
5.75689	-0.505443
5.75689	-0.507678
5.75689	-0.509929
5.75689	-0.512194
5.75689	-0.514475
5.7569	-0.51677
5.7569	-0.519082
5.7569	-0.521408
5.7569	-0.52375
5.7569	-0.526108
5.7569	-0.528482
5.7569	-0.530872
5.7569	-0.533278
5.7569	-0.535701
5.7569	-0.53814
5.75691	-0.540595
5.75691	-0.543068
5.75691	-0.545557
5.75691	-0.548063
5.75691	-0.550587
5.75691	-0.553128
5.75691	-0.555686
5.75691	-0.558263
5.75691	-0.560857
5.75691	-0.563469
5.75692	-0.566099
5.75692	-0.568748
5.75692	-0.571415
5.75692	-0.574101
5.75692	-0.576806
5.75692	-0.57953
5.75692	-0.582273
5.75692	-0.585036
5.75692	-0.587818
5.75692	-0.59062
5.75693	-0.593441
5.75693	-0.596283
5.75693	-0.599146
5.75693	-0.602028
5.75693	-0.604932
5.75693	-0.607856
5.75693	-0.610802
5.75693	-0.613769
5.75693	-0.616757
5.75693	-0.619767
5.75694	-0.622799
5.75694	-0.625853
5.75694	-0.628929
5.75694	-0.632028
5.75694	-0.63515
5.75694	-0.638295
5.75694	-0.641463
5.75694	-0.644654
5.75694	-0.647869
5.75694	-0.651108
5.75695	-0.654371
5.75695	-0.657659
5.75695	-0.660971
5.75695	-0.664308
5.75695	-0.66767
5.75695	-0.671057
5.75695	-0.67447
5.75695	-0.677909
5.75695	-0.681374
5.75695	-0.684865
5.75696	-0.688383
5.75696	-0.691928
5.75696	-0.695499
5.75696	-0.699099
5.75696	-0.702726
5.75696	-0.706381
5.75696	-0.710064
5.75696	-0.713776
5.75696	-0.717516
5.75696	-0.721286
5.75697	-0.725085
5.75697	-0.728914
5.75697	-0.732773
5.75697	-0.736662
5.75697	-0.740582
5.75697	-0.744533
5.75697	-0.748515
5.75697	-0.752529
5.75697	-0.756575
5.75697	-0.760653
5.75698	-0.764764
5.75698	-0.768907
5.75698	-0.773084
5.75698	-0.777295
5.75698	-0.781539
5.75698	-0.785818
5.75698	-0.790132
5.75698	-0.79448
5.75698	-0.798865
5.75698	-0.803285
5.75699	-0.807741
5.75699	-0.812234
5.75699	-0.816763
5.75699	-0.821331
5.75699	-0.825936
5.75699	-0.830579
5.75699	-0.835261
5.75699	-0.839982
5.75699	-0.844742
5.75699	-0.849542
5.757	-0.854383
5.757	-0.859264
5.757	-0.864187
5.757	-0.869151
5.757	-0.874157
5.757	-0.879206
5.757	-0.884299
5.757	-0.889435
5.757	-0.894614
5.757	-0.899839
5.75701	-0.905108
5.75701	-0.910423
5.75701	-0.915784
5.75701	-0.921191
5.75701	-0.926646
5.75701	-0.932148
5.75701	-0.937698
5.75701	-0.943298
5.75701	-0.948946
5.75701	-0.954644
5.75702	-0.960392
5.75702	-0.966192
5.75702	-0.972043
5.75702	-0.977946
5.75702	-0.983902
5.75702	-0.989911
5.75702	-0.995975
5.75702	-1.00209
5.75702	-1.00827
5.75702	-1.01449
5.75703	-1.02078
5.75703	-1.02712
5.75703	-1.03352
5.75703	-1.03998
5.75703	-1.0465
5.75703	-1.05308
5.75703	-1.05972
5.75703	-1.06642
5.75703	-1.07318
5.75703	-1.08001
5.75704	-1.0869
5.75704	-1.09385
5.75704	-1.10087
5.75704	-1.10796
5.75704	-1.11511
5.75704	-1.12233
5.75704	-1.12962
5.75704	-1.13697
5.75704	-1.1444
5.75704	-1.1519
5.75705	-1.15947
5.75705	-1.16711
5.75705	-1.17483
5.75705	-1.18262
5.75705	-1.19049
5.75705	-1.19843
5.75705	-1.20645
5.75705	-1.21455
5.75705	-1.22273
5.75705	-1.23099
5.75706	-1.23933
5.75706	-1.24775
5.75706	-1.25626
5.75706	-1.26485
5.75706	-1.27352
5.75706	-1.28229
5.75706	-1.29114
5.75706	-1.30008
5.75706	-1.30911
5.75706	-1.31823
5.75707	-1.32744
5.75707	-1.33675
5.75707	-1.34615
5.75707	-1.35565
5.75707	-1.36525
5.75707	-1.37494
5.75707	-1.38473
5.75707	-1.39463
5.75707	-1.40463
5.75707	-1.41473
5.75708	-1.42494
5.75708	-1.43526
5.75708	-1.44568
5.75708	-1.45621
5.75708	-1.46686
5.75708	-1.47761
5.75708	-1.48848
5.75708	-1.49947
5.75708	-1.51058
5.75708	-1.5218
5.75709	-1.53314
5.75709	-1.54461
5.75709	-1.5562
5.75709	-1.56792
5.75709	-1.57976
5.75709	-1.59173
5.75709	-1.60384
5.75709	-1.61607
5.75709	-1.62844
5.75709	-1.64095
5.7571	-1.6536
5.7571	-1.66639
5.7571	-1.67932
5.7571	-1.69239
5.7571	-1.70561
5.7571	-1.71898
5.7571	-1.7325
5.7571	-1.74617
5.7571	-1.76
5.7571	-1.77399
5.75711	-1.78813
5.75711	-1.80244
5.75711	-1.81691
5.75711	-1.83155
5.75711	-1.84635
5.75711	-1.86133
5.75711	-1.87649
5.75711	-1.89182
5.75711	-1.90733
5.75711	-1.92302
5.75712	-1.9389
5.75712	-1.95496
5.75712	-1.97121
5.75712	-1.98766
5.75712	-2.00431
5.75712	-2.02115
5.75712	-2.03819
5.75712	-2.05544
5.75712	-2.0729
5.75712	-2.09057
5.75713	-2.10846
5.75713	-2.12656
5.75713	-2.14489
5.75713	-2.16344
5.75713	-2.18221
5.75713	-2.20122
5.75713	-2.22047
5.75713	-2.23995
5.75713	-2.25968
5.75713	-2.27965
5.75714	-2.29988
5.75714	-2.32036
5.75714	-2.3411
5.75714	-2.3621
5.75714	-2.38337
5.75714	-2.40491
5.75714	-2.42673
5.75714	-2.44882
5.75714	-2.4712
5.75714	-2.49387
5.75715	-2.51684
5.75715	-2.5401
5.75715	-2.56367
5.75715	-2.58754
5.75715	-2.61173
5.75715	-2.63624
5.75715	-2.66108
5.75715	-2.68624
5.75715	-2.71174
5.75715	-2.73758
5.75716	-2.76376
5.75716	-2.7903
5.75716	-2.8172
5.75716	-2.84446
5.75716	-2.87209
5.75716	-2.9001
5.75716	-2.9285
5.75716	-2.95728
5.75716	-2.98646
5.75716	-3.01605
5.75717	-3.04604
5.75717	-3.07646
5.75717	-3.1073
5.75717	-3.13857
5.75717	-3.17028
5.75717	-3.20244
5.75717	-3.23506
5.75717	-3.26814
5.75717	-3.3017
5.75717	-3.33573
5.75718	-3.37026
5.75718	-3.40529
5.75718	-3.44082
5.75718	-3.47687
5.75718	-3.51345
5.75718	-3.55056
5.75718	-3.58822
5.75718	-3.62644
5.75718	-3.66522
5.75718	-3.70459
5.75719	-3.74454
5.75719	-3.78509
5.75719	-3.82625
5.75719	-3.86803
5.75719	-3.91045
5.75719	-3.95351
5.75719	-3.99723
5.75719	-4.04163
5.75719	-4.08671
5.75719	-4.13249
5.7572	-4.17898
5.7572	-4.22619
5.7572	-4.27415
5.7572	-4.32286
5.7572	-4.37235
5.7572	-4.42261
5.7572	-4.47369
5.7572	-4.52558
5.7572	-4.5783
5.7572	-4.63188
5.75721	-4.68632
5.75721	-4.74166
5.75721	-4.7979
5.75721	-4.85507
5.75721	-4.91318
5.75721	-4.97226
5.75721	-5.03233
5.75721	-5.0934
5.75721	-5.15551
5.75722	-5.21867
5.75722	-5.2829
5.75722	-5.34823
5.75722	-5.41469
5.75722	-5.48229
5.75722	-5.55108
5.75722	-5.62106
5.75722	-5.69228
5.75722	-5.76475
5.75722	-5.83851
5.75722	-5.9136
5.75723	-5.99003
5.75723	-6.06785
5.75723	-6.14708
5.75723	-6.22777
5.75723	-6.30994
5.75723	-6.39364
5.75723	-6.4789
5.75723	-6.56576
5.75723	-6.65427
5.75723	-6.74446
5.75724	-6.83639
5.75724	-6.93009
5.75724	-7.02562
5.75724	-7.12302
5.75724	-7.22235
5.75724	-7.32366
5.75724	-7.42701
5.75724	-7.53245
5.75724	-7.64004
5.75724	-7.74985
5.75725	-7.86195
5.75725	-7.9764
5.75725	-8.09327
5.75725	-8.21265
5.75725	-8.3346
5.75725	-8.45921
5.75725	-8.58657
5.75725	-8.71677
5.75725	-8.8499
5.75725	-8.98607
5.75726	-9.12538
5.75726	-9.26793
5.75726	-9.41386
5.75726	-9.56327
5.75726	-9.71631
5.75726	-9.87311
5.75726	-10.0338
5.75726	-10.1986
5.75726	-10.3676
5.75726	-10.541
5.75727	-10.719
5.75727	-10.9017
5.75727	-11.0895
5.75727	-11.2825
5.75727	-11.481
5.75727	-11.6852
5.75727	-11.8955
5.75727	-12.112
5.75727	-12.3353
5.75727	-12.5655
5.75728	-12.8031
5.75728	-13.0485
5.75728	-13.3022
5.75728	-13.5646
5.75728	-13.8364
5.75728	-14.118
5.75728	-14.4102
5.75728	-14.7137
5.75728	-15.0294
5.75729	-15.358
5.75729	-15.7006
5.75729	-16.0583
5.75729	-16.4325
5.75729	-16.8244
5.75729	-17.2359
5.75729	-17.6687
5.75729	-18.1249
5.75729	-18.6072
5.75729	-19.1183
5.75729	-19.6616
5.7573	-20.2413
5.7573	-20.862
5.7573	-21.5294
5.7573	-22.2505
5.7573	-23.0338
5.7573	-23.8894
5.7573	-24.83
5.7573	-25.8706
5.7573	-27.0285
5.7573	-28.321
5.75731	-29.7576
5.75731	-31.3144
5.75731	-32.8695
5.75731	-34.0842
5.75731	-34.4261
5.75731	-33.687
5.75731	-32.2819
5.75731	-30.6998
5.75731	-29.1816
5.75731	-27.7997
5.75732	-26.5601
5.75732	-25.4487
5.75732	-24.4479
5.75732	-23.5408
5.75732	-22.7136
5.75732	-21.9545
5.75732	-21.2542
5.75732	-20.6046
5.75732	-19.9995
5.75732	-19.4335
5.75733	-18.9022
5.75733	-18.4017
5.75733	-17.9289
5.75733	-17.4811
5.75733	-17.056
5.75733	-16.6514
5.75733	-16.2656
5.75733	-15.8971
5.75733	-15.5445
5.75733	-15.2066
5.75734	-14.8822
5.75734	-14.5706
5.75734	-14.2707
5.75734	-13.9818
5.75734	-13.7032
5.75734	-13.4343
5.75734	-13.1745
5.75734	-12.9233
5.75734	-12.6802
5.75734	-12.4447
5.75735	-12.2165
5.75735	-11.9951
5.75735	-11.7802
5.75735	-11.5716
5.75735	-11.3689
5.75735	-11.1718
5.75735	-10.9801
5.75735	-10.7936
5.75735	-10.612
5.75735	-10.4351
5.75736	-10.2627
5.75736	-10.0947
5.75736	-9.93086
5.75736	-9.77102
5.75736	-9.61503
5.75736	-9.46277
5.75736	-9.31408
5.75736	-9.16884
5.75736	-9.02694
5.75736	-8.88825
5.75737	-8.75267
5.75737	-8.62009
5.75737	-8.49042
5.75737	-8.36356
5.75737	-8.23943
5.75737	-8.11793
5.75737	-7.99899
5.75737	-7.88253
5.75737	-7.76847
5.75737	-7.65675
5.75738	-7.5473
5.75738	-7.44005
5.75738	-7.33494
5.75738	-7.23191
5.75738	-7.13091
5.75738	-7.03187
5.75738	-6.93475
5.75738	-6.83949
5.75738	-6.74605
5.75738	-6.65437
5.75739	-6.56442
5.75739	-6.47615
5.75739	-6.38952
5.75739	-6.30448
5.75739	-6.221
5.75739	-6.13903
5.75739	-6.05855
5.75739	-5.97952
5.75739	-5.9019
5.75739	-5.82565
5.7574	-5.75076
5.7574	-5.67718
5.7574	-5.60488
5.7574	-5.53384
5.7574	-5.46403
5.7574	-5.39541
5.7574	-5.32798
5.7574	-5.26168
5.7574	-5.19652
5.7574	-5.13244
5.75741	-5.06945
5.75741	-5.0075
5.75741	-4.94658
5.75741	-4.88667
5.75741	-4.82775
5.75741	-4.76979
5.75741	-4.71277
5.75741	-4.65668
5.75741	-4.6015
5.75741	-4.5472
5.75742	-4.49377
5.75742	-4.4412
5.75742	-4.38946
5.75742	-4.33854
5.75742	-4.28842
5.75742	-4.23909
5.75742	-4.19052
5.75742	-4.14271
5.75742	-4.09565
5.75742	-4.04931
5.75743	-4.00368
5.75743	-3.95875
5.75743	-3.9145
5.75743	-3.87093
5.75743	-3.82802
5.75743	-3.78575
5.75743	-3.74412
5.75743	-3.70311
5.75743	-3.66272
5.75743	-3.62292
5.75744	-3.58371
5.75744	-3.54508
5.75744	-3.50702
5.75744	-3.46951
5.75744	-3.43255
5.75744	-3.39613
5.75744	-3.36024
5.75744	-3.32486
5.75744	-3.28999
5.75744	-3.25562
5.75745	-3.22174
5.75745	-3.18835
5.75745	-3.15542
5.75745	-3.12297
5.75745	-3.09096
5.75745	-3.05941
5.75745	-3.0283
5.75745	-2.99762
5.75745	-2.96737
5.75745	-2.93754
5.75746	-2.90811
5.75746	-2.8791
5.75746	-2.85048
5.75746	-2.82225
5.75746	-2.7944
5.75746	-2.76693
5.75746	-2.73983
5.75746	-2.7131
5.75746	-2.68673
5.75746	-2.66071
5.75747	-2.63504
5.75747	-2.6097
5.75747	-2.58471
5.75747	-2.56004
5.75747	-2.5357
5.75747	-2.51168
5.75747	-2.48797
5.75747	-2.46457
5.75747	-2.44147
5.75747	-2.41868
5.75748	-2.39618
5.75748	-2.37396
5.75748	-2.35204
5.75748	-2.33039
5.75748	-2.30902
5.75748	-2.28792
5.75748	-2.26709
5.75748	-2.24652
5.75748	-2.22621
5.75748	-2.20615
5.75749	-2.18635
5.75749	-2.16679
5.75749	-2.14747
5.75749	-2.1284
5.75749	-2.10956
5.75749	-2.09095
5.75749	-2.07257
5.75749	-2.05441
5.75749	-2.03648
5.75749	-2.01876
5.7575	-2.00126
5.7575	-1.98397
5.7575	-1.96689
5.7575	-1.95002
5.7575	-1.93334
5.7575	-1.91687
5.7575	-1.90059
5.7575	-1.8845
5.7575	-1.86861
5.7575	-1.8529
5.75751	-1.83738
5.75751	-1.82203
5.75751	-1.80687
5.75751	-1.79189
5.75751	-1.77707
5.75751	-1.76243
5.75751	-1.74796
5.75751	-1.73366
5.75751	-1.71952
5.75751	-1.70554
5.75752	-1.69172
5.75752	-1.67806
5.75752	-1.66455
5.75752	-1.65119
5.75752	-1.63799
5.75752	-1.62493
5.75752	-1.61202
5.75752	-1.59926
5.75752	-1.58664
5.75752	-1.57415
5.75753	-1.56181
5.75753	-1.5496
5.75753	-1.53753
5.75753	-1.52558
5.75753	-1.51377
5.75753	-1.50209
5.75753	-1.49054
5.75753	-1.47911
5.75753	-1.4678
5.75753	-1.45662
5.75754	-1.44555
5.75754	-1.43461
5.75754	-1.42378
5.75754	-1.41307
5.75754	-1.40247
5.75754	-1.39198
5.75754	-1.38161
5.75754	-1.37134
5.75754	-1.36118
5.75754	-1.35113
5.75755	-1.34118
5.75755	-1.33134
5.75755	-1.3216
5.75755	-1.31196
5.75755	-1.30242
5.75755	-1.29298
5.75755	-1.28363
5.75755	-1.27438
5.75755	-1.26523
5.75755	-1.25617
5.75756	-1.2472
5.75756	-1.23832
5.75756	-1.22953
5.75756	-1.22083
5.75756	-1.21222
5.75756	-1.20369
5.75756	-1.19525
5.75756	-1.18689
5.75756	-1.17862
5.75756	-1.17042
5.75757	-1.16231
5.75757	-1.15428
5.75757	-1.14633
5.75757	-1.13845
5.75757	-1.13066
5.75757	-1.12294
5.75757	-1.11529
5.75757	-1.10772
5.75757	-1.10022
5.75757	-1.09279
5.75758	-1.08544
5.75758	-1.07815
5.75758	-1.07094
5.75758	-1.06379
5.75758	-1.05671
5.75758	-1.0497
5.75758	-1.04275
5.75758	-1.03588
5.75758	-1.02906
5.75758	-1.02231
5.75759	-1.01562
5.75759	-1.009
5.75759	-1.00244
5.75759	-0.995933
5.75759	-0.989491
5.75759	-0.983108
5.75759	-0.976785
5.75759	-0.970519
5.75759	-0.964311
5.75759	-0.95816
5.7576	-0.952065
5.7576	-0.946025
5.7576	-0.94004
5.7576	-0.93411
5.7576	-0.928232
5.7576	-0.922408
5.7576	-0.916636
5.7576	-0.910916
5.7576	-0.905247
5.7576	-0.899628
5.75761	-0.894059
5.75761	-0.88854
5.75761	-0.883069
5.75761	-0.877647
5.75761	-0.872272
5.75761	-0.866945
5.75761	-0.861664
5.75761	-0.85643
5.75761	-0.851241
5.75761	-0.846097
5.75762	-0.840997
5.75762	-0.835942
5.75762	-0.83093
5.75762	-0.825961
5.75762	-0.821035
5.75762	-0.816152
5.75762	-0.811309
